id	question	equation
1023	어떤 수에서 875을 더해야 하는데 잘못하여 55을 더한 결과가 696이 나왔습니다. 바르게 계산한 결과를 구하시오.	696 - 55 + 875
630	어떤 소수의 소수점을 오른쪽으로 1 자리 옮기면 원래보다 911.42 만큼 커집니다. 원래의 소수를 구하시오.	911.42 * 10 / 1
482	15명의 작업자가 48시간 내에 벽을 쌓을 수 있다면 30시간 내에 동일한 작업을 수행하려면 몇 명의 작업자가 필요합니까?	15 * 48 / 30
2226	한 상자에는 가지이 121개씩 들어있습니다. 179개의 상자 안에 있는 가지은 모두 몇 개일까요?	121 * 179
335	100m 경주에서 지민은 정국을 4초 차이로 이깁니다. 반대로 정국이 지민보다 24m 앞서 시작하도록 허용했다면 지민과 정국은 동시에 마무리 지점에 도달합니다. 지민이 100m 경주를 달리는 데 얼마나 걸립니까?	 ( 100 - 24 ) / 4
1660	정국이는 8와 8를 모았습니다. 은지이는 1과 8을 모았습니다. 누가 모은 수가 더 큽니까?	'정국' if 8+8 > 1+8 else '은지'
3069	(차) 컵에 물을 가득 넣어 (가) 컵에 부었더니 물이 가득 차지 않았습니다. 어느 컵에 물이 더 많이 들어갈까요?	(가)
349	우편으로 설문지를 받은 사람의 62%가 응답하고 300개의 응답이 필요하다고 가정하면, 우편으로 보내야하는 설문지의 최소 수는 얼마입니까?	300 / ( 62 / 100 ) 
428	길이 180m, 시속 45km로 운행하는 열차가 30초 만에 건널 수 있는 다리의 길이는?	 ( 3 / ( 6 + 3 ) + 7 / ( 7 + 2 ) ) * 1 / 2
1069	어떤 수에서 375을 빼야 하는데 잘못하여 791을 더한 결과가 353이 나왔습니다. 바르게 계산한 결과를 구하시오.	353 - 791 - 375
659	어떤 수에서 1을 빼야하는데 잘못하여 더했더니 9가 나왔다. 어떤 수를 구하시오.	9 - 1
1073	120쪽짜리 책을 읽고 있습니다. 매일 밤 같은 수의 페이지를 읽어서 10일 만에 다 읽으려면 하루에 몇 쪽씩 읽어야 합니까?	X=120/10
521	두 숫자는세 번째 숫자보다 각각 10%와 40% 더 많습니다. 두 숫자 중 작은 수를 큰 수로 나눈 값은?	 ( 100 + 10 ) / ( 100 + 40 ) 
26	애완동물 가게에는 12마리의 검은색 고양이와 20마리의 하얀색 고양이가 있었습니다. 판매 중에 18마리의 고양이를 팔았습니다. 얼마나 많은 고양이가 남았습니까?	X=12+20-18
2493	208에서 223까지의 수가 있을 때, 208보다 크고, 210보다 작은 수는 얼마입니까?	( 208 + 210 ) / 2
371	(가) 도시의 현재 인구는 200입니다. 인구 증가율은 10% 입니다. 1년 후 (가) 도시의 인구는 몇 명입니까?	200 + 200 * 10 / 100
794	지민이는 95개의 구슬이 있습니다. 지민이는 태형이에게서 9개의 구슬을 얻습니다. 나중에, 지민이는 상점에서 6개의 카드를 구입합니다. 지민이는 얼마나 많은 구슬을 가지고 있습니까?	X=95+9
3842	호석 , 남진 , 태형의 수학 점수는 각각 82점, 100점, 95점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 57점입니다. 남진네 학급 인원수가 99명일 때, 학급 수학 평균 점수는 몇 점입니까	( ( 99 - 3 ) * 57 + 82 + 100 + 95 ) / 99
98	특정 그림의 가격은 첫해에 20 % 올랐고 두 번째 해에 15 % 떨어졌다. 2 년 후의 그림 가격은 원래 가격의 몇 퍼센트였습니까?	20 - 15 - 15 * 20 / 100 + 100
2017	1개의 수 47.42이 있습니다. 이 중에서 19.9보다 작은 수는 모두 몇 개 입니까?	len ( [ val for val in [ 47.42 ] if val < 19.9 ] ) 
2609	118에서 356까지의 수가 있을 때, 169보다 크고, 171보다 작은 수는 얼마입니까?	( 169 + 171 ) / 2
3590	3 개의 수 4, 10, 6 로 나누어 떨어질 수 있는 세 자리 수는 모두 몇 개 있습니까?	len ( [ arr for arr in range(100, 1000) if arr % 4 == 0 and arr % 10 == 0 and arr % 6 == 0] )
501	애완동물 가게에는 18마리의 강아지가 있었습니다. 어느 날 그들은 3마리를 팔았고 나머지를 각 5개의 케이지에 넣었습니다. 얼마나 많은 케이지를 사용했습니까?	X=(18-3)/5
34	핼러윈에 정국이와 그의 여동생 유정이는 그들이 받은 사탕을 합쳤습니다. 정국이는 여동생이 33개를 가지고 있는 동안 사탕 34개를 가지고 있었습니다. 그들이 첫날밤에 4개를 먹었을 때, 얼마나 많은 사탕들이 남았습니까?	X=34+33-4
1326	어떤 수에서 956을 빼더니 39가 되었습니다. 어떤 수에서 670를 빼면 얼마가 되는지 구하시오.	39 + 956 - 670
284	연필은 4종류, 볼펜은 3종류가 있습니다. 연필과 볼펜을 각각 1개씩 살 수 있는 모든 경우의 수를 구하시오.	4 * 3
675	어떤 소수의 소수점을 왼쪽으로 4 자리 옮기면 원래보다 83.52 만큼 작아집니다. 원래의 소수를 구하시오.	83.52 * 10000 / 9999
3249	(하) 컵에 물을 가득 넣어 (차) 컵에 부었더니 물이 넘쳤습니다. 어느 컵에 물이 더 적게 들어갈까요?	(차)
3129	(아) 컵에 물을 가득 넣어 (타) 컵에 부었더니 물이 가득 차지 않았습니다. 어느 컵에 물이 더 많이 들어갈까요?	(타)
7	영희는 10개의 사탕을 갖고 있습니다. 철수는 5개의 사탕을 갖고 있습니다. 둘은 어제 각자 사탕 2개씩, 오늘은 1개씩 먹었습니다. 남아있는 둘의 사탕 개수의 합을 구하시오.	10 + 5 - ( 2 * 2 ) - (1 * 2 )
1031	어떤 수에서 804을 빼야 하는데 잘못하여 810을 더한 결과가 654이 나왔습니다. 바르게 계산한 결과를 구하시오.	654 - 810 - 804
729	영희와 철수와 민수는 카드 게임을 하고 있습니다. 민수가 점수가 낮아 가장 먼저 탈락했습니다. 영희가 현재 13점이고 철수가 20점일 때, 더 높은 점수를 갖고 있는 사람은 누구인가요?	 영희 ' if 13 > 20 else ' 철수 '
774	똑같은 컵으로 세 그릇 (가), (나), (다)에 각각 물을 가득 채웠더니 (가) 그릇에는 5컵, (나) 그릇에는 3컵, (다) 그릇에는 4컵이 들어갔습니다. (가), (나), (다) 중에서 물이 가장 많이 들어가는 그릇은 어느 것인가요?	(가)
4612	4개의 숫자 8, 1, 6, 9를 한 번씩만 사용하여 네 자리수를 만들려고 합니다. 만들 수 있는 네 자리 수는 모두 몇 개입니까?	math.factorial(4)
4526	5개의 숫자 3, 4, 5, 7, 9를 한 번씩만 사용하여 다섯 자리수를 만들려고 합니다. 만들 수 있는 다섯 자리 수는 모두 몇 개입니까?	math.factorial(5)
930	벽돌의 크기는 20cm * 10cm * 7.5cm 이다. 23m * 2m * 0.75m 벽을 위해 몇개의 벽돌이 필요한가요?	23 * 100 * 2 * 100 * 0.75 * 100 / 20 / 10 / 7.5
272	은지는 7개의 새로운 의자와 3개의 새로운 테이블을 샀다. 그녀가 각 가구를 설치하는데 4 분이 걸렸다면 전부 설치하려면 몇 분이 걸릴까요?	X=4*(7+3)
2991	태형와 동생의 나이를 합하면 67이고, 두 사람의 나이 차는 1입니다. 태형의 동생은 몇 살일까요?	( 67 - 1 ) / 2
456	네개의 수 24, 56, 38, 91 중 평균보다 작은 수는 몇 개입니까?	lst = [ 24 , 56 , 38 , 91 ] \ncount = 0 \nfor i in lst : \n    if i < ( sum( lst ) / len( lst ) ) : \n        count += 1 \nprint( count )
4401	키가 작은 사람부터 순서대로 76명이 한 줄로 서 있습니다. 정국가 앞에서부터 11번째에 서 있습니다. 키가 큰 사람부터 순서대로 다시 줄을 서면 정국는 앞에서부터 몇 번째에 서게 됩니까?	76 - 11 + 1
507	숫자 A, B, C가 A * 3 = B, A + 2 = C 를 만족한다. B가 7 이상일 때 C는 무엇인가?	9 // 3 + 2
569	( A / B ) / C = 20 이며 A * B * C = 2000 이다. 이때 B를 구하시오.	math.sqrt( 2000 / 20 )
557	A4+3B=6C'에서 C가 될 수 있는 수들의 합을 구하시오.	sum ( C for C in range ( 10 ) if len ( [ A for A in range ( 10 ) if len ( [ B for B in range ( 10 ) if ( ( A * 10 ) + 4 ) + ( ( 3 * 10 ) + B ) == ( ( 6 * 10 ) + C ) ] ) != 0 ] ) != 0 )
1060	어떤 수에서 86을 더해야 하는데 잘못하여 387을 더한 결과가 652이 나왔습니다. 바르게 계산한 결과를 구하시오.	652 - 387 + 86
4214	달리기 시합에서 민영는 96 등을 했고, 석진는 98 등을 했습니다. 정국는 석진보다 잘했지만 민영보다는 못했습니다. 정국의 등수는 몇 등입니까?	 ( 96 + 98 ) / 2
1071	어떤 수에서 523을 더해야 하는데 잘못하여 586을 더한 결과가 149이 나왔습니다. 바르게 계산한 결과를 구하시오.	149 - 586 + 523
3927	64명의 학생들이 한 줄로 줄을 섰습니다. 지민의 앞에 14명의 학생들이 서 있습니다. 지민의 뒤에 서 있는 학생은 몇 명입니까?	64 - ( 14 + 1 )
2001	9개의 수 88.72, 6.75, 59.82, 67.12, 99.15, 76.81, 77.14, 33.79, 67.89이 있습니다. 이 중에서 39.03보다 작은 수는 모두 몇 개 입니까?	len ( [ val for val in [ 88.72, 6.75, 59.82, 67.12, 99.15, 76.81, 77.14, 33.79, 67.89 ] if val < 39.03 ] ) 
2357	179 보다 어떤 수만큼 큰 수는 746입니다. 어떤 수보다 461 작은 수는 얼마입니까?	746 - 179 - 461
248	무, 배추, 가지 중에서 2가지의 채소을 골라서 사는 경우는 모두 몇 가지입니까?	len ( list ( itertools.combinations ( [ '무', '배추', '가지' ] , 2 ) ) )
205	사과, 배, 감, 수박, 참외 중에서 2가지의 과일을 골라서 사는 경우는 모두 몇 가지입니까?	len ( list ( itertools.combinations ( [ '사과', '배', '감', '수박', '참외' ] , 2 ) ) )
1176	오래된 농장에 15마리의 염소와 닭이 있습니다. 동물들의 다리를 세 보니 총 34개였습니다. 농장에 닭이 몇 마리 있습니까?	X+Y=15, 4*X+2*Y=34
3996	79명의 학생들이 한 줄로 줄을 섰습니다. 석진의 앞에 28명의 학생들이 서 있습니다. 석진의 뒤에 서 있는 학생은 몇 명입니까?	79 - ( 28 + 1 )
1417	4부터 9까지의 짝수의 합을 구하시오.	sum ( [ i for i in range( 4 , 10 , 2 ) ] )
2435	619 보다 어떤 수만큼 작은 수는 762입니다. 어떤 수보다 48 작은 수는 얼마입니까?	762 - 619 - 48
427	석진이는 그가 깎은 각 잔디밭에 대해 9원을 얻는다. 그가 깎을 잔디밭이 14개가 있었지만, 그들 중 8개를 깎는 것을 까먹었다. 그렇다면 그는 몇 원의 돈을 얻습니까?	X=9*(14-8)
3366	2 개의 수 12, 7 로 나누어 떨어질 수 있는 세 자리 수는 모두 몇 개 있습니까?	len ( [ arr for arr in range(100, 1000) if arr % 12 == 0 and arr % 7 == 0 ] )
4400	키가 작은 사람부터 순서대로 89명이 한 줄로 서 있습니다. 태형가 앞에서부터 65번째에 서 있습니다. 키가 큰 사람부터 순서대로 다시 줄을 서면 태형는 앞에서부터 몇 번째에 서게 됩니까?	89 - 65 + 1
4117	달리기 시합에서 민영는 73 등을 했고, 태형는 75 등을 했습니다. 윤기는 태형보다 잘했지만 민영보다는 못했습니다. 윤기의 등수는 몇 등입니까?	 ( 73 + 75 ) / 2
429	요리사는 12개의 감자를 요리해야 합니다. 그는 이미 6개의 감자를 요리했습니다. 각 감자를 요리하는 데 5 분이 소요되면 남은 감자들을 요리하는 데 몇 분이 걸립니까?	X=5*(12-6)
2311	592 보다 어떤 수만큼 작은 수는 682입니다. 어떤 수보다 664 큰 수는 얼마입니까?	682 - 592 + 664
44	상자 안에 2개의 공이 있습니다. 정국이가 88개의 공을 상자 안에 더 넣었습니다. 상자 안에 있는 공은 모두 몇 개입니까?	2 + 88
1630	263에 어떤 수를 빼야 할 것을 잘못하여 918에 어떤 수를 곱했더니 78948이 되었습니다. 바르게 계산하면 얼마인지 구하시오.	263 - ( 78948 / 918 ) 
401	어떤 소수의 소수점을 오른쪽으로 한 자리 옮기면 원래보다 0.9만큼 커집니다. 원래의 소수를 구하시오.	0.9 / ( 10 - 1 )
1941	4개의 수 75.04, 61.61, 54.11, 91.88이 있습니다. 이 중에서 38.01보다 작은 수는 모두 몇 개 입니까?	len ( [ val for val in [ 75.04, 61.61, 54.11, 91.88 ] if val < 38.01 ] ) 
480	30명의 학급의 평균 점수는 50명이고 다른 학급의 50명은 60점입니다. 모든 학생들의 평균 점수를 구하시오.	 ( 30 * 50 + 50 * 60 ) / ( 30 + 50 ) 
565	A * A = 25 이며 B * B = 81 입니다. A * B 의 값은 무엇입니까?	math.sqrt( 25 ) * math.sqrt( 81 ) 
4453	키가 작은 사람부터 순서대로 88명이 한 줄로 서 있습니다. 호석가 앞에서부터 10번째에 서 있습니다. 키가 큰 사람부터 순서대로 다시 줄을 서면 호석는 앞에서부터 몇 번째에 서게 됩니까?	88 - 10 + 1
480	새로운 건물은 11개의 창문을 필요로 했습니다. 건축가는 이미 4개의 창문을 설치했습니다. 각 창문을 설치하는 데 8시간이 걸리면 나머지를 설치하는데 몇 시간이 걸립니까?	X=8*(11-4)
131	총 10명의 학생 중 영희는 키가 5번째로 작습니다. 영희보다 키가 작은 학생은 몇명인가요?	5 - 1
4409	키가 작은 사람부터 순서대로 75명이 한 줄로 서 있습니다. 호석가 앞에서부터 29번째에 서 있습니다. 키가 큰 사람부터 순서대로 다시 줄을 서면 호석는 앞에서부터 몇 번째에 서게 됩니까?	75 - 29 + 1
753	(가)에서는 연필을 (나)보다 비싸게 팔고 있다. (다)의 연필 가격은 (가)와 (나)의 중간일 때, 어디에서 연필을 가장 싸게 살 수 있는가?	(가)
3866	22명의 학생들이 한 줄로 줄을 섰습니다. 정국의 앞에 14명의 학생들이 서 있습니다. 정국의 뒤에 서 있는 학생은 몇 명입니까?	22 - ( 14 + 1 )
814	정국이는 상자에 넣어야 하는 40개의 바나나가 있습니다. 8개의 상자가 있는 경우 몇 개의 바나나가 각 상자에 들어가야 합니까?	X=40/8
1377	어떤 수에서 904을 더했더니 771가 되었습니다. 어떤 수에서 872를 더하면 얼마가 되는지 구하시오.	771 - 904 + 872
284	남자 6명과 여자 8명은 10일 만에 일을하고, 남자 26명과 여자 48명은 2일 만에 일을하면서 남자 15명과 여자 20명이 같은 일을하는 데 걸리는 시간은?	 ( 48 * 2 - 8 * 10 ) / ( 6 * 10 - 26 * 2 ) * 2
1581	832에 어떤 수를 빼야 할 것을 잘못하여 343에 어떤 수를 곱했더니 18865이 되었습니다. 바르게 계산하면 얼마인지 구하시오.	832 - ( 18865 / 343 ) 
4185	달리기 시합에서 남진는 48 등을 했고, 호석는 50 등을 했습니다. 민영는 호석보다 잘했지만 남진보다는 못했습니다. 민영의 등수는 몇 등입니까?	 ( 48 + 50 ) / 2
618	정국이는 공책 3권을 가지고 있습니다. 그는 민영이에게 공책 76권을 받았습니다. 정국이는 총 몇 권의 공책을 가지고 있습니까?	X=3+76
1738	유나이는 1와 4를 모았습니다. 유정이는 1과 9을 모았습니다. 누가 모은 수가 더 큽니까?	'유나' if 1+4 > 1+9 else '유정'
1318	어떤 수에서 26을 나누었더니 715가 되었습니다. 어떤 수에서 23를 빼면 얼마가 되는지 구하시오.	715 * 26 - 23
4135	달리기 시합에서 남진는 45 등을 했고, 유정는 47 등을 했습니다. 유나는 유정보다 잘했지만 남진보다는 못했습니다. 유나의 등수는 몇 등입니까?	 ( 45 + 47 ) / 2
809	60과 70 사이의 소수가 아닌 숫자의 합을 구하시오.	60 + 1 + 60 + 1 + 1 + 60 + 1 + 1 + 2 + 60 + 1 + 1 + 2 + 1 + 60 + 1 + 1 + 2 + 1 + 1 + 60 + 1 + 1 + 2 + 1 + 1 + 1 + 60 + 1 + 1 + 2 + 1 + 1 + 1 + 1
4248	달리기 시합에서 남진는 48 등을 했고, 석진는 50 등을 했습니다. 정국는 석진보다 잘했지만 남진보다는 못했습니다. 정국의 등수는 몇 등입니까?	 ( 48 + 50 ) / 2
50	1과 n 사이의 짝수의 합은 81 * 82입니다. 여기서 n은 홀수이면 n =?	81 * 2 + 1
1932	10개의 수 23.98, 66.05, 38.89, 26.27, 87.88, 11.83, 96.46, 88.5, 49.06, 10.76이 있습니다. 이 중에서 63.58보다 큰 수는 모두 몇 개 입니까?	len ( [ val for val in [ 23.98, 66.05, 38.89, 26.27, 87.88, 11.83, 96.46, 88.5, 49.06, 10.76 ] if val > 63.58 ] ) 
234	유나는 2개의 새로운 의자와 6개의 새로운 테이블을 샀다. 그녀가 각 가구를 설치하는데 5 분이 걸렸다면 전부 설치하려면 몇 분이 걸릴까요?	X=5*(2+6)
892	길이가 120cm인 끈으로 크기가 같은 정사각형 3개를 만들 수 있을 때 정사각형의 한 변의 길이를 구하시오.	( 120 / 3 ) / 4
1953	1개의 수 66.81이 있습니다. 이 중에서 13.56보다 작은 수는 모두 몇 개 입니까?	len ( [ val for val in [ 66.81 ] if val < 13.56 ] ) 
1878	10개의 수 27.53, 80.43, 40.07, 8.6, 50.09, 52.38, 52.31, 14.89, 37.9, 71.75이 있습니다. 이 중에서 91.37보다 큰 수는 모두 몇 개 입니까?	len ( [ val for val in [ 27.53, 80.43, 40.07, 8.6, 50.09, 52.38, 52.31, 14.89, 37.9, 71.75 ] if val > 91.37 ] ) 
