id,question,equation,answer,source
160,상자 안에 97개의 공이 있습니다. 남진이가 56개의 공을 상자 안에 더 넣었습니다. 상자 안에 있는 공은 모두 몇 개입니까?,97 + 56,153,boostaugment
161,상자 안에 94개의 공이 있습니다. 남진이가 28개의 공을 상자 안에 더 넣었습니다. 상자 안에 있는 공은 모두 몇 개입니까?,94 + 28,122,boostaugment
162,상자 안에 96개의 공이 있습니다. 유정이가 30개의 공을 상자 안에 더 넣었습니다. 상자 안에 있는 공은 모두 몇 개입니까?,96 + 30,126,boostaugment
163,상자 안에 42개의 공이 있습니다. 유정이가 43개의 공을 상자 안에 더 넣었습니다. 상자 안에 있는 공은 모두 몇 개입니까?,42 + 43,85,boostaugment
164,상자 안에 37개의 공이 있습니다. 호석이가 35개의 공을 상자 안에 더 넣었습니다. 상자 안에 있는 공은 모두 몇 개입니까?,37 + 35,72,boostaugment
165,상자 안에 78개의 공이 있습니다. 윤기이가 60개의 공을 상자 안에 더 넣었습니다. 상자 안에 있는 공은 모두 몇 개입니까?,78 + 60,138,boostaugment
166,상자 안에 57개의 공이 있습니다. 민영이가 40개의 공을 상자 안에 더 넣었습니다. 상자 안에 있는 공은 모두 몇 개입니까?,57 + 40,97,boostaugment
167,상자 안에 4개의 공이 있습니다. 윤기이가 14개의 공을 상자 안에 더 넣었습니다. 상자 안에 있는 공은 모두 몇 개입니까?,4 + 14,18,boostaugment
168,상자 안에 42개의 공이 있습니다. 유나이가 31개의 공을 상자 안에 더 넣었습니다. 상자 안에 있는 공은 모두 몇 개입니까?,42 + 31,73,boostaugment
169,상자 안에 63개의 공이 있습니다. 윤기이가 20개의 공을 상자 안에 더 넣었습니다. 상자 안에 있는 공은 모두 몇 개입니까?,63 + 20,83,boostaugment
170,상자 안에 72개의 공이 있습니다. 윤기이가 88개의 공을 상자 안에 더 넣었습니다. 상자 안에 있는 공은 모두 몇 개입니까?,72 + 88,160,boostaugment
171,상자 안에 94개의 공이 있습니다. 윤기이가 17개의 공을 상자 안에 더 넣었습니다. 상자 안에 있는 공은 모두 몇 개입니까?,94 + 17,111,boostaugment
172,상자 안에 47개의 공이 있습니다. 은지이가 100개의 공을 상자 안에 더 넣었습니다. 상자 안에 있는 공은 모두 몇 개입니까?,47 + 100,147,boostaugment
173,상자 안에 61개의 공이 있습니다. 정국이가 42개의 공을 상자 안에 더 넣었습니다. 상자 안에 있는 공은 모두 몇 개입니까?,61 + 42,103,boostaugment
174,상자 안에 22개의 공이 있습니다. 정국이가 19개의 공을 상자 안에 더 넣었습니다. 상자 안에 있는 공은 모두 몇 개입니까?,22 + 19,41,boostaugment
175,상자 안에 1개의 공이 있습니다. 호석이가 34개의 공을 상자 안에 더 넣었습니다. 상자 안에 있는 공은 모두 몇 개입니까?,1 + 34,35,boostaugment
176,상자 안에 47개의 공이 있습니다. 윤기이가 98개의 공을 상자 안에 더 넣었습니다. 상자 안에 있는 공은 모두 몇 개입니까?,47 + 98,145,boostaugment
177,상자 안에 43개의 공이 있습니다. 남진이가 74개의 공을 상자 안에 더 넣었습니다. 상자 안에 있는 공은 모두 몇 개입니까?,43 + 74,117,boostaugment
178,상자 안에 70개의 공이 있습니다. 석진이가 46개의 공을 상자 안에 더 넣었습니다. 상자 안에 있는 공은 모두 몇 개입니까?,70 + 46,116,boostaugment
179,상자 안에 3개의 공이 있습니다. 남진이가 60개의 공을 상자 안에 더 넣었습니다. 상자 안에 있는 공은 모두 몇 개입니까?,3 + 60,63,boostaugment
180,상자 안에 71개의 공이 있습니다. 호석이가 78개의 공을 상자 안에 더 넣었습니다. 상자 안에 있는 공은 모두 몇 개입니까?,71 + 78,149,boostaugment
181,상자 안에 73개의 공이 있습니다. 은지이가 68개의 공을 상자 안에 더 넣었습니다. 상자 안에 있는 공은 모두 몇 개입니까?,73 + 68,141,boostaugment
182,상자 안에 92개의 공이 있습니다. 호석이가 67개의 공을 상자 안에 더 넣었습니다. 상자 안에 있는 공은 모두 몇 개입니까?,92 + 67,159,boostaugment
183,상자 안에 2개의 공이 있습니다. 유나이가 25개의 공을 상자 안에 더 넣었습니다. 상자 안에 있는 공은 모두 몇 개입니까?,2 + 25,27,boostaugment
184,상자 안에 19개의 공이 있습니다. 유나이가 100개의 공을 상자 안에 더 넣었습니다. 상자 안에 있는 공은 모두 몇 개입니까?,19 + 100,119,boostaugment
185,상자 안에 54개의 공이 있습니다. 태형이가 86개의 공을 상자 안에 더 넣었습니다. 상자 안에 있는 공은 모두 몇 개입니까?,54 + 86,140,boostaugment
186,상자 안에 11개의 공이 있습니다. 남진이가 80개의 공을 상자 안에 더 넣었습니다. 상자 안에 있는 공은 모두 몇 개입니까?,11 + 80,91,boostaugment
187,상자 안에 3개의 공이 있습니다. 태형이가 9개의 공을 상자 안에 더 넣었습니다. 상자 안에 있는 공은 모두 몇 개입니까?,3 + 9,12,boostaugment
188,상자 안에 71개의 공이 있습니다. 유정이가 68개의 공을 상자 안에 더 넣었습니다. 상자 안에 있는 공은 모두 몇 개입니까?,71 + 68,139,boostaugment
189,상자 안에 60개의 공이 있습니다. 유나이가 44개의 공을 상자 안에 더 넣었습니다. 상자 안에 있는 공은 모두 몇 개입니까?,60 + 44,104,boostaugment
190,상자 안에 29개의 공이 있습니다. 석진이가 41개의 공을 상자 안에 더 넣었습니다. 상자 안에 있는 공은 모두 몇 개입니까?,29 + 41,70,boostaugment
191,상자 안에 32개의 공이 있습니다. 유정이가 56개의 공을 상자 안에 더 넣었습니다. 상자 안에 있는 공은 모두 몇 개입니까?,32 + 56,88,boostaugment
192,상자 안에 68개의 공이 있습니다. 윤기이가 47개의 공을 상자 안에 더 넣었습니다. 상자 안에 있는 공은 모두 몇 개입니까?,68 + 47,115,boostaugment
193,상자 안에 96개의 공이 있습니다. 윤기이가 60개의 공을 상자 안에 더 넣었습니다. 상자 안에 있는 공은 모두 몇 개입니까?,96 + 60,156,boostaugment
194,상자 안에 1개의 공이 있습니다. 지민이가 42개의 공을 상자 안에 더 넣었습니다. 상자 안에 있는 공은 모두 몇 개입니까?,1 + 42,43,boostaugment
195,상자 안에 51개의 공이 있습니다. 석진이가 68개의 공을 상자 안에 더 넣었습니다. 상자 안에 있는 공은 모두 몇 개입니까?,51 + 68,119,boostaugment
196,상자 안에 45개의 공이 있습니다. 호석이가 53개의 공을 상자 안에 더 넣었습니다. 상자 안에 있는 공은 모두 몇 개입니까?,45 + 53,98,boostaugment
197,상자 안에 92개의 공이 있습니다. 유나이가 13개의 공을 상자 안에 더 넣었습니다. 상자 안에 있는 공은 모두 몇 개입니까?,92 + 13,105,boostaugment
198,상자 안에 18개의 공이 있습니다. 석진이가 7개의 공을 상자 안에 더 넣었습니다. 상자 안에 있는 공은 모두 몇 개입니까?,18 + 7,25,boostaugment
199,상자 안에 79개의 공이 있습니다. 호석이가 15개의 공을 상자 안에 더 넣었습니다. 상자 안에 있는 공은 모두 몇 개입니까?,79 + 15,94,boostaugment
200,"토마토, 오이, 배추, 상추, 고추, 가지 중에서 4가지의 채소을 골라서 사는 경우는 모두 몇 가지입니까?","len ( list ( itertools.combinations ( [ '토마토', '오이', '배추', '상추', '고추', '가지' ] , 4 ) ) )",15,boostaugment
201,"사탕, 초콜릿, 아이스크림, 감자칩 중에서 4가지의 디저트을 골라서 사는 경우는 모두 몇 가지입니까?","len ( list ( itertools.combinations ( [ '사탕', '초콜릿', '아이스크림', '감자칩' ] , 4 ) ) )",1,boostaugment
202,"당근, 오이, 양파, 가지 중에서 4가지의 채소을 골라서 사는 경우는 모두 몇 가지입니까?","len ( list ( itertools.combinations ( [ '당근', '오이', '양파', '가지' ] , 4 ) ) )",1,boostaugment
203,"토마토, 무, 배추, 상추, 고추, 양파, 마늘, 가지 중에서 2가지의 채소을 골라서 사는 경우는 모두 몇 가지입니까?","len ( list ( itertools.combinations ( [ '토마토', '무', '배추', '상추', '고추', '양파', '마늘', '가지' ] , 2 ) ) )",28,boostaugment
204,"사과, 배, 포도, 수박, 참외 중에서 3가지의 과일을 골라서 사는 경우는 모두 몇 가지입니까?","len ( list ( itertools.combinations ( [ '사과', '배', '포도', '수박', '참외' ] , 3 ) ) )",10,boostaugment
205,"사과, 배, 감, 수박, 참외 중에서 2가지의 과일을 골라서 사는 경우는 모두 몇 가지입니까?","len ( list ( itertools.combinations ( [ '사과', '배', '감', '수박', '참외' ] , 2 ) ) )",10,boostaugment
206,"토마토, 오이, 상추, 고추, 마늘 중에서 2가지의 채소을 골라서 사는 경우는 모두 몇 가지입니까?","len ( list ( itertools.combinations ( [ '토마토', '오이', '상추', '고추', '마늘' ] , 2 ) ) )",10,boostaugment
207,"배, 수박, 참외 중에서 3가지의 과일을 골라서 사는 경우는 모두 몇 가지입니까?","len ( list ( itertools.combinations ( [ '배', '수박', '참외' ] , 3 ) ) )",1,boostaugment
208,"아이스크림, 감자칩 중에서 2가지의 디저트을 골라서 사는 경우는 모두 몇 가지입니까?","len ( list ( itertools.combinations ( [ '아이스크림', '감자칩' ] , 2 ) ) )",1,boostaugment
209,"사탕, 아이스크림, 감자칩 중에서 3가지의 디저트을 골라서 사는 경우는 모두 몇 가지입니까?","len ( list ( itertools.combinations ( [ '사탕', '아이스크림', '감자칩' ] , 3 ) ) )",1,boostaugment
210,"귤, 포도, 복숭아 중에서 2가지의 과일을 골라서 사는 경우는 모두 몇 가지입니까?","len ( list ( itertools.combinations ( [ '귤', '포도', '복숭아' ] , 2 ) ) )",3,boostaugment
211,"사과, 포도, 수박, 복숭아, 바나나, 참외 중에서 3가지의 과일을 골라서 사는 경우는 모두 몇 가지입니까?","len ( list ( itertools.combinations ( [ '사과', '포도', '수박', '복숭아', '바나나', '참외' ] , 3 ) ) )",20,boostaugment
212,"초콜릿, 아이스크림, 감자칩 중에서 2가지의 디저트을 골라서 사는 경우는 모두 몇 가지입니까?","len ( list ( itertools.combinations ( [ '초콜릿', '아이스크림', '감자칩' ] , 2 ) ) )",3,boostaugment
213,"사과, 감, 복숭아, 참외 중에서 4가지의 과일을 골라서 사는 경우는 모두 몇 가지입니까?","len ( list ( itertools.combinations ( [ '사과', '감', '복숭아', '참외' ] , 4 ) ) )",1,boostaugment
214,"무, 당근, 오이 중에서 2가지의 채소을 골라서 사는 경우는 모두 몇 가지입니까?","len ( list ( itertools.combinations ( [ '무', '당근', '오이' ] , 2 ) ) )",3,boostaugment
215,"아이스크림, 감자칩 중에서 1가지의 디저트을 골라서 사는 경우는 모두 몇 가지입니까?","len ( list ( itertools.combinations ( [ '아이스크림', '감자칩' ] , 1 ) ) )",2,boostaugment
216,아이스크림 중에서 1가지의 디저트을 골라서 사는 경우는 모두 몇 가지입니까?,"len ( list ( itertools.combinations ( [ '아이스크림' ] , 1 ) ) )",1,boostaugment
217,"토마토, 오이, 배추, 상추, 고추, 양파, 가지 중에서 4가지의 채소을 골라서 사는 경우는 모두 몇 가지입니까?","len ( list ( itertools.combinations ( [ '토마토', '오이', '배추', '상추', '고추', '양파', '가지' ] , 4 ) ) )",35,boostaugment
218,"배, 감, 귤, 포도, 참외 중에서 5가지의 과일을 골라서 사는 경우는 모두 몇 가지입니까?","len ( list ( itertools.combinations ( [ '배', '감', '귤', '포도', '참외' ] , 5 ) ) )",1,boostaugment
219,"사탕, 초콜릿, 아이스크림 중에서 2가지의 디저트을 골라서 사는 경우는 모두 몇 가지입니까?","len ( list ( itertools.combinations ( [ '사탕', '초콜릿', '아이스크림' ] , 2 ) ) )",3,boostaugment
220,"오이, 배추, 상추, 고추, 마늘, 가지 중에서 3가지의 채소을 골라서 사는 경우는 모두 몇 가지입니까?","len ( list ( itertools.combinations ( [ '오이', '배추', '상추', '고추', '마늘', '가지' ] , 3 ) ) )",20,boostaugment
221,"당근, 상추, 가지 중에서 1가지의 채소을 골라서 사는 경우는 모두 몇 가지입니까?","len ( list ( itertools.combinations ( [ '당근', '상추', '가지' ] , 1 ) ) )",3,boostaugment
222,"사탕, 초콜릿, 감자칩 중에서 3가지의 디저트을 골라서 사는 경우는 모두 몇 가지입니까?","len ( list ( itertools.combinations ( [ '사탕', '초콜릿', '감자칩' ] , 3 ) ) )",1,boostaugment
223,"초콜릿, 감자칩 중에서 2가지의 디저트을 골라서 사는 경우는 모두 몇 가지입니까?","len ( list ( itertools.combinations ( [ '초콜릿', '감자칩' ] , 2 ) ) )",1,boostaugment
224,"사과, 감 중에서 2가지의 과일을 골라서 사는 경우는 모두 몇 가지입니까?","len ( list ( itertools.combinations ( [ '사과', '감' ] , 2 ) ) )",1,boostaugment
225,"사과, 배, 귤, 바나나 중에서 1가지의 과일을 골라서 사는 경우는 모두 몇 가지입니까?","len ( list ( itertools.combinations ( [ '사과', '배', '귤', '바나나' ] , 1 ) ) )",4,boostaugment
226,"사과, 배, 귤, 복숭아 중에서 1가지의 과일을 골라서 사는 경우는 모두 몇 가지입니까?","len ( list ( itertools.combinations ( [ '사과', '배', '귤', '복숭아' ] , 1 ) ) )",4,boostaugment
227,"무, 당근, 배추, 상추, 고추, 양파, 가지 중에서 3가지의 채소을 골라서 사는 경우는 모두 몇 가지입니까?","len ( list ( itertools.combinations ( [ '무', '당근', '배추', '상추', '고추', '양파', '가지' ] , 3 ) ) )",35,boostaugment
228,"배, 감, 귤, 바나나, 참외 중에서 2가지의 과일을 골라서 사는 경우는 모두 몇 가지입니까?","len ( list ( itertools.combinations ( [ '배', '감', '귤', '바나나', '참외' ] , 2 ) ) )",10,boostaugment
229,"사과, 배, 포도, 수박 중에서 3가지의 과일을 골라서 사는 경우는 모두 몇 가지입니까?","len ( list ( itertools.combinations ( [ '사과', '배', '포도', '수박' ] , 3 ) ) )",4,boostaugment
230,"초콜릿, 아이스크림 중에서 1가지의 디저트을 골라서 사는 경우는 모두 몇 가지입니까?","len ( list ( itertools.combinations ( [ '초콜릿', '아이스크림' ] , 1 ) ) )",2,boostaugment
